CODLINHA,NOMELINHA,CODVEICULO,NUMEROCARTAO,DATAUTILIZACAO,COMPLETENESS,CONSISTENCY,CONFORMITY
,UBERLÂNDIA,,3526914,2015-10-25 16:05:53,60,40,25
,OPER S/LINHA,TJ963,3526107,,60,20,50
TSP,,KM104,3526107,,60,20,75
,OPER S/LINHA,BC021,3526107,,60,20,50
,,01001,3526107,,40,20,50
000,,81314,,2015-10-25 0:01:07,60,40,50
,B.ALTO/BOA VISTA,69432,3545,2015-10-25 18:50:6,80,40,50
3Q9U,OP. CONTIGENCIA,,90,31/08/88 18:09:06,80,20,50
5Q,,15206,3532691,25/10/15 12:39:45,80,20,75
51UQ,OPER S/LINHA,,3532691,25/10/15 11:07:18,80,40,50
1,,,3531950,,40,0,25
629,,KA602,,,40,40,50
000,OPER S/LINHA,,645061A,2015-10-25 00:2:44,80,80,25
000,OPER S/LINHA,,3527535,2015-10-25 2:33:5,80,80,50
,,DA012,6822803,,40,20,50
000,,J1J2922,4812990699290r,25/10/15 21:36:00,80,40,50
WY44,,79285J,,,40,0,0
,,IW473,,07/11/52 18:24:19,40,0,50
,,,3565128,10/11/34 00:36:07,40,0,50
,,71672,64925,2015-10-25 00:05:5,60,20,50
,OPER S/LINHA,,,,20,20,0
,,,,,0,0,0
000,OPER S/LINHA,,3559163,29/07/98 03:14:47,80,60,75
18G,GANCHINHO,1P5632,,,60,20,25
,,,539821309059m,12/10/75 16:37:09,40,0,25
,OPER S/LINHA,BA130,,,40,40,25
,S.RITA/PINHEIRIN,HA286,,25/10/15 16:31:27,60,60,50
000,,NL385,,,40,20,50
561,OP. CONTIGENCIA,,3538045,,60,40,50
000,OPER S/LINHA,15376,,,60,60,50
366,,,3554432,,40,20,50
,,AC939,,30/10/97 02:35:05,40,20,50
,,9RO6749,,25/10/15 17:36:51,40,20,25
,OPER S/LINHA,5G792P,3551056,2015-10-25 00:08:10,80,40,25
TSQ,,,2p,25/10/15 19:38:14,60,40,50
180,,,4338545j,11/08/28 21:02:29,60,20,50
2F9,,00002,3536409,2015-10-25 00:2:04,80,40,75
,OP. CONTIGENCIA,09039,3536409,,60,40,50
000,,IR940F,,,40,20,25
,,,,2015-10-25 6:16:20,20,20,0
511,OP. CONTIGENCIA,EA170,,,60,60,50
000,OPER S/LINHA,4U5264,3536322,2015-10-25 21:0:39,100,80,50
000,,,,,20,20,25
,OPER S/LINHA,690576,,2015-10-25 12:8:2,60,40,0
0,,,,25/10/15 11:05:11,40,20,25
,,50080,2,,40,0,50
000,,6FV620A,,,40,20,25
000,,,,31/04/23 23:06:06,40,20,50
,OPER S/LINHA,BB604,3535370,31/11/89 22:06:08,80,40,75
,TERMINAL PINHEIRINHO,535409,3538072,,60,20,25
000,,,8901811a,2015-10-25 5:8:28,60,40,25
,OPER S/LINHA,KQE734Q,,13/11/20 20:28:07,60,20,25
L30,PALMEIRA,,,2015-10-25 16:05:9,60,40,25
,OPER S/LINHA,NG077,83034464y,,60,20,25
000,OPER S/LINHA,5J605,3922J,25/10/15 20:54:57,100,80,50
,OP. CONTIGENCIA,N1V580J,,21/11/80 07:30:02,60,20,25
,OPER S/LINHA,,9588207o,2015-10-25 00:09:08,60,40,0
A61V,OP. CONTIGENCIA,,3566438,25/10/15 15:00:26,80,40,50
756H4,,08065,,31/10/82 10:34:58,60,20,50
J27,,45359,3549395,25/10/15 18:58:36,80,20,100
000,,WS076,4J,,60,20,50
OPC,SÃO BENEDITO,,3550659,,60,40,50
6I,OPER S/LINHA,KL291,,2015-10-25 18:08:55,80,40,25
8DD0,,,,2015-10-25 00:46:00,40,20,0
,V. CUBAS,QL574,96312887367L,,60,20,25
,SISTEMA ARAUCARIA,,3554593,,40,20,25
F9,,777426,3566660,24/05/23 00:22:03,80,0,50
,NIVALDO BRAGA,3QJ8161,3566660,2015-10-25 00:01:06,80,40,25
91,CENTENÁRIO/HAUER,GZ8834,,,60,20,0
000,OPER S/LINHA,,79949347480N,,60,60,25
000,BRACATINGA,03001,,2015-10-25 14:02:7,80,80,50
,OPER S/LINHA,AC022,3533610,,60,40,50
8G,ALTO BOQUEIRÃO,EA196,,,60,40,25
,OP. CONTIGENCIA,7VC7919,,25/11/32 00:01:41,60,20,25
515,J.MERCES/GUANABA,AC313,3565833,,80,60,75
000,OPER S/LINHA,956747Y,3565833,,80,60,50
000,,15566,086244k,,60,20,50
,,,922232145214,11/05/55 12:07:28,40,0,25
536,V. VELHA,EA173,,,60,60,50
,,7K054,3562865,30/11/78 00:09:32,60,0,50
,MARIA ANGÉLICA,,,,20,20,0
222,,,9542005102564,31/01/04 07:14:01,60,20,50
,ABAETÉ,,34,,40,20,25
,,7B377N,78589465,,40,0,25
,,,,25/10/15 08:11:12,20,20,25
,,03699W,30295513,06/05/94 11:05:55,60,0,50
,,9YQ111,3539106,30/06/41 07:12:01,60,0,50
,TERMINAL PINHEIRINHO,9437606,,,40,20,0
,,,3179434d,,20,0,0
0B4,MARINGÁ,,4049337,25/10/15 11:04:50,80,40,75
,,MA855,887127003561,,40,20,25
,PASSAÚNA,MA855,,,40,40,25
,SÃO FRANCISCO,VBH605,489225c,25/10/15 07:18:57,80,40,25
127AK,ABRANCHES,X6S274L,,,60,20,0
Y288,V. SUIÇA,,773311244392D,25/10/15 20:59:03,80,40,25
,V. SUIÇA,47644,0208133,06/11/42 18:03:05,80,20,75
000,,06048,3544371,2015-10-25 20:1:00,80,60,75
000,OPER S/LINHA,,243073,25/10/85 21:01:09,80,60,75
GOU,,58910,8860z,,60,0,50
,OP. CONTIGENCIA,,2,31/12/83 00:04:00,60,20,50
,ALTO BOQUEIRÃO,,2744499,2015-10-25 8:3:00,60,40,25
OPC,ABRANCHES,,,30/06/07 21:02:08,60,40,50
,PORTÃO / CIC,,,,20,20,0
000,,03001,3552051,17/02/37 00:59:52,80,40,100
,,,,18/02/34 00:04:32,20,0,25
HUMOU,OPER S/LINHA,,3552051,25/10/15 14:50:15,80,40,50
,,09023,3552051,25/10/15 14:50:09,60,40,75
2,,09023,,,40,20,25
ZIGF,STA. FELICIDADE,,,,40,20,0
,,HB025,115773,,40,0,50
171,PRIMAVERA,,,,40,60,25
N68PE,OPER S/LINHA,05018,,31/10/58 20:29:04,80,40,50
,OPER S/LINHA,43599F,84d,,60,20,0
,,,3545214,,20,0,25
3N4,OPER S/LINHA,2J801,,,60,20,25
,,,,,0,0,0
,OPER S/LINHA,SA686,3554286,2015-10-25 16:02:02,80,40,50
040,,GB600,3554286,06/10/16 19:08:03,80,40,100
5550,OPER S/LINHA,,3562385,16/10/28 20:45:39,80,20,50
,OPER S/LINHA,,5,2015-10-25 13:14:33,60,40,25
000,BARREIRINHA,,3565320,,60,40,50
205,CENTENÁRIO/HAUER,66465,336779633483,29/06/10 01:07:03,100,40,75
,,WW424,3562335,,40,0,50
29,OPER S/LINHA,UO948,,,60,20,25
,,828122Z,3567614,29/01/63 01:09:59,60,0,50
U78FV,INTERBAIRROS IV,34410,,2015-10-25 1:15:04,80,40,25
XI,,PMF178A,3567614,31/12/32 00:36:13,80,0,50
000,,GB600,3556674,2015-10-25 3:18:5,80,60,75
N2L59,S.RITA/PINHEIRIN,ME244O,3561838,2015-10-25 01:9:01,100,40,25
,,DK1892,702836452Y,2015-10-25 05:56:01,60,20,0
000,STA. FELICIDADE,GC003,19923891v,,80,60,50
612,OPER S/LINHA,,2,2015-10-25 07:03:05,80,60,50
1BH,,283386,,,40,0,25
,,,3552912,05/12/65 15:00:09,40,0,50
662,,,5516403591V,25/10/15 14:36:17,60,40,50
662,OPER S/LINHA,,98931311U,,60,40,25
680,,AI017,,2015-10-25 00:37:09,60,40,50
B,OPER S/LINHA,E8M640,3556851,2015-10-25 1:00:09,100,40,25
000,OPER S/LINHA,71260,,,60,60,50
OPC,OP. CONTIGENCIA,GSE184,3550353,,80,60,50
3OA,OP. CONTIGENCIA,,,10/12/82 09:06:33,60,20,50
335,,9N077,,,40,20,25
,,,83542,25/10/15 15:33:24,40,20,50
6L,OPER S/LINHA,,2842240296011t,,60,20,0
000,,,,2015-10-25 02:48:2,40,40,25
000,,,3552472,25/10/15 18:38:06,60,40,75
1,RAPOSO TAVARES,W49962P,3551353,,80,20,25
000,OSTERNACK/BOQ.,05033,3551353,25/10/15 19:12:25,100,80,100
000,OPER S/LINHA,79132,2083,25/10/15 18:38:50,100,80,100
5RTH,,50871,3553392,2015-10-25 08:7:00,80,20,50
967,,K8E304Y,3558986,,60,20,50
,,03035,6,2015-10-25 16:15:49,60,40,50
,J.MERCES/GUANABA,LL078,23761878,,60,20,50
HT57C,INTERBAIRROS V,76400E,,,60,20,0
683,OPER S/LINHA,JK031,3523016,2015-10-25 00:6:02,100,60,75
L,,,0785m,2015-10-25 6:02:02,60,20,0
847K0,M.HERMES/STA.EFI,YE209,,,60,20,25
,TUBO SAO PEDRO  ,21339,,01/10/44 00:45:02,60,20,50
8H9IE,,,8,2015-10-25 12:4:07,60,20,25
YIB5,,,3546836,,40,0,25
,,26945T,3523193,04/02/17 23:34:01,60,0,50
,,03032,,31/12/55 21:53:08,40,20,50
,,132566,3545051,25/10/15 18:32:01,60,20,50
,,9Z8985,3545216,25/10/15 11:38:51,60,20,50
OPC,,PYA980Q,,25/10/15 16:35:03,60,40,50
309,MAD. CENTENÁRIO,,188690D,,60,60,25
,,84C682,343465I,2015-10-25 3:21:31,60,20,0
,,,4252073r,,20,0,0
000,OPER S/LINHA,Q0D510,,,60,60,25
,SISTEMA ARAUCARIA,06003,024287570168,,60,40,25
1,OSTERNACK/BOQ.,81676,166362327733,18/08/18 22:35:08,100,20,50
24,OPER S/LINHA,,3523287,25/10/15 19:17:30,80,40,50
658,JD. ITIBERÊ,CPX228B,6009177083619W,2015-10-25 19:5:15,100,60,25
168,OPER S/LINHA,,,25/10/15 20:02:48,60,60,50
6,OPER S/LINHA,03014,,,60,40,25
000,OPER S/LINHA,,3525128,30/10/78 22:19:56,80,60,75
,,00327,1,2015-10-25 15:44:10,60,20,50
5N2,OP. CONTIGENCIA,AA020,075,26/05/35 00:30:49,100,40,100
000,OPER S/LINHA,WG633,841160945011,01/11/25 20:22:01,100,60,75
Z8Z67,SISTEMA ARAUCARIA,AB301,3523158,03/11/13 18:08:00,100,40,75
,INTERBAIRROS I A,AB300,,,40,40,25
,,,3523158,,20,0,25
000,INTERBAIRROS V,,3527472,2015-10-25 11:0:53,80,60,50
,,,859436,2015-10-25 03:56:6,40,20,25
663,PORTÃO / CIC,933092T,3542275,25/10/15 11:46:32,100,60,75
332,,1K638,,2015-10-25 23:02:05,60,40,25
ENO0,MARIA ANGÉLICA,,80813,22/12/16 21:33:03,80,20,50
,BAIRRO NOVO B,07812,,,40,20,25
901,STA. FELICIDADE,,5537_,,60,60,25
FQ6,,126490,3524021,,60,0,50
,OPER S/LINHA,85766,94,,60,20,50
,BRACATINGA,,32877226,2015-10-25 00:02:6,60,40,25
534,OP. CONTIGENCIA,,3532295,,60,40,50
,,756806,,2015-10-25 00:04:27,40,20,0
,TUBO ST QUITERIA,4R8816,,25/10/15 07:13:36,60,40,25
,DOM ÁTICO,,3538809,25/10/15 09:03:01,60,40,50
8S9,,7Z646,,2015-10-25 20:1:02,60,20,25
,OPER S/LINHA,AE969,3530219,02/07/98 00:54:00,80,20,75
000,,03143,80,,60,20,75
000,,40P8325,3534603,,60,20,50
849VU,OP. CONTIGENCIA,48799,793451e,25/10/15 11:56:19,100,40,50
,ALTO BOQUEIRÃO,HA265,2E,,60,40,25
R530,OPER S/LINHA,JVT374,,04/06/48 16:05:00,80,20,25
,,DB022,56x,,40,20,25
ZJ,,01338,,2015-10-25 7:07:41,60,20,25
000,,42588,,2015-10-25 15:6:33,60,40,50
168,OPER S/LINHA,BP471,3540505,31/12/31 08:57:38,100,40,100
V4A,,AC929,,25/10/15 09:51:25,60,40,75
OPC,,,,2015-10-25 21:45:3,40,40,25
23X36,OPER S/LINHA,,3539736,17/06/42 00:03:50,80,20,50
,STA.FEL/SCÂNDIDA,,,25/10/15 16:06:57,40,40,25
,OPER S/LINHA,458965J,79238,2015-10-25 1:3:6,80,40,25
000,,D96810,1985843,,60,20,50
000,,SBB172,3545660,,60,20,50
U,,,16764,25/10/15 11:29:13,60,20,50
,TERMINAL PINHEIRINHO,9LZ144,096,25/10/15 11:29:17,80,40,50
,OP. CONTIGENCIA,AC937,3547191,,60,40,50
,,,3547191,,20,0,25
Q,OPER S/LINHA,,,,40,20,0
,V. SANDRA,,3541016,25/10/15 17:19:38,60,40,50
OPC,,,40,04/10/67 19:00:05,60,20,75
M2,HUGO LANGE,05039,3546075,2015-10-25 11:33:08,100,60,50
EY6,OPER S/LINHA,,3541317,,60,20,50
7G,,UOL5890,,30/10/80 08:01:05,60,0,25
,SOLITUDE,23865,3538232,25/12/51 14:46:02,80,20,75
,,,,30/10/18 22:01:43,20,0,25
,V. CUBAS,00071,,,40,40,25
,,2D761N,3557545,,40,0,25
5WX,OPER S/LINHA,03050,,,60,40,50
05,OPER S/LINHA,80594A,,,60,20,0
VVEYG,,FU157,,31/11/93 00:02:04,60,0,50
,LUIZ NICHELE,75903B,894905,,60,20,25
,OPER S/LINHA,54865,3551535,23/07/80 03:19:09,80,20,75
000,,,3551535,25/10/15 17:56:57,60,40,75
000,OPER S/LINHA,1U3685,,2015-10-25 00:32:03,80,80,25
,,41864,3547377,25/10/15 22:17:43,60,20,75
000,OPER S/LINHA,05020W,3547574,,80,60,50
,INTERBAIRROS IV,,,,20,20,0
HBB5,,,,25/10/15 19:56:16,40,20,25
,,,,,0,0,0
8,,HN403,,30/02/37 00:08:06,60,20,50
000,,,,,20,20,25
,OPER S/LINHA,,,25/10/15 18:17:16,40,40,25
000,,,,2015-10-25 00:04:03,40,40,25
020,BAIRRO NOVO A,,918756,2015-10-25 17:06:09,80,60,50
,TARUMÃ,74956,0,2015-10-25 00:03:39,80,40,50
,,S0L862R,,25/10/15 18:53:13,40,20,25
OPC,RIO BONITO/CIC,HA297,938381,,80,60,75
1AL,,,941,,40,0,50
,,,928041,25/10/15 15:58:15,40,20,50
8,,,928041,,40,0,25
050,GRAMADOS,,928041,,60,40,50
,OP. CONTIGENCIA,FP534,,31/11/70 20:06:29,60,20,50
,,09070,,,20,20,25
000,OPER S/LINHA,09029,699015811264,,80,80,50
,OLARIA,GA147,1034904,31/11/76 21:13:49,80,40,75
762,,065017,618o,25/10/15 10:56:26,80,40,50
55,INTERBAIRROS IV,,1037855,,60,20,25
000,V. NORI,,,25/10/15 12:01:50,60,60,50
L,OPER S/LINHA,7CF762,,14/02/41 00:46:37,80,20,25
222,,AA030,,,40,40,50
,,HA262,38157,22/09/66 03:06:07,60,20,75
L9H3,INTERBAIRROS III,01023,788995,09/11/30 22:31:17,100,40,75
000,PETRÓPOLIS,,,2015-10-25 00:0:09,60,60,25
000,,K5R286,591657,2015-10-25 03:14:49,80,40,50
,,RX254L,612598,2015-10-25 19:44:1,60,20,25
,HAUER/BOQUEIRÃO,MR106,,25/10/15 19:00:36,60,60,50
,,MU0267,2995652329717,,40,0,0
000,,,6227m,,40,20,25
,OLARIA,OS397,,,40,20,25
629,OPER S/LINHA,52247,455693,,80,40,75
650,TUBO XAXIM,EE770,958X,31/07/67 10:58:00,100,40,75
000,OPER S/LINHA,LDP081,,,60,60,25
000,OPER S/LINHA,OE641,,,60,60,50
074,,UR430,21543389,17/12/38 02:09:35,80,0,100
2,,,32,2015-10-25 00:52:04,60,20,25
,OPER S/LINHA,00006,432511,,60,40,50
M80U5,OPER S/LINHA,,29862950,,60,20,25
000,,60914,,,40,20,50
,,JA005,9462735t,,40,20,25
SQ,INTERBAIRROS III,00012,,04/10/67 22:04:59,80,40,50
000,,SL751,856434,,60,20,75
OPC,,201649Q,9831117210129,31/11/52 00:08:02,80,20,50
,OPER S/LINHA,X5K482,702710,,60,20,25
000,OPER S/LINHA,08057,,2015-10-25 20:04:1,80,100,50
,,,3,29/12/64 13:09:56,40,0,50
000,,,5107415750,,40,20,50
,,,674266,06/10/21 23:08:08,40,0,50
870,IGUAPE II,,,,40,40,25
,,,,,0,0,0
548,OPER S/LINHA,HM070,,30/04/92 20:07:01,80,40,75
,MONTANA,,902726571415M,25/10/15 21:28:05,60,40,25
000,TRABALHADOR,5WT469H,,03/04/72 22:00:49,80,40,50
,PETRÓPOLIS,DC093,618611,,60,40,50
,LUIZ NICHELE,07805A,959581,2015-10-25 00:03:56,80,40,25
233,OLARIA,,,25/10/15 07:17:24,60,80,50
HK,OPER S/LINHA,,,30/10/86 14:52:49,60,20,25
924,STA.FEL/SCÂNDIDA,HG295,8522177_,,80,60,50
000,OPER S/LINHA,,,2015-10-25 0:2:23,60,80,25
,OPER S/LINHA,93580,,19/12/62 08:08:09,60,20,50
,C.RASO/CAIUÁ,,1113907,03/12/03 11:09:42,60,20,50
040,OPER S/LINHA,98315,616938,,80,40,75
,STA. FELICIDADE,8X428,69,,60,20,25
000,STA. FELICIDADE,,67863,2015-10-25 13:9:06,80,60,50
911,OPER S/LINHA,,,21/12/93 00:03:04,60,40,50
,,,2310405922,2015-10-25 00:39:9,40,20,25
VVZX,OPER S/LINHA,,361941a,2015-10-25 00:6:31,80,40,0
,,05837,07093817N,,40,0,25
,OPER S/LINHA,,1118351,,40,20,25
,OPER S/LINHA,09014,,25/10/15 10:26:29,60,60,50
,,92949,1124970,,40,0,50
X1JF4,OPER S/LINHA,392788,,,60,20,0
,OPER S/LINHA,63X742J,01c,30/10/73 10:19:05,80,20,25
,OPER S/LINHA,BB602,1145883,25/10/15 10:05:52,80,60,75
,,PB968,,14/05/23 14:06:37,40,0,50
000,OPER S/LINHA,5E972J,1198504,,80,60,50
7Y,OPER S/LINHA,36M722,1146762,,80,20,25
,,,3077782919,02/09/57 20:06:04,40,0,50
2NJPO,OPER S/LINHA,,,,40,20,0
226,,BA118,067R,25/10/15 10:25:35,80,60,75
,,,1181048,2015-10-25 19:42:9,40,20,25
609,,HA288,1206200,18/05/40 11:04:57,80,40,100
175,,,,25/10/15 05:57:04,40,40,50
,V. NORI,YLJ567D,1211321,2015-10-25 06:04:51,80,40,25
H7,,ZV861,317115140409,,60,0,25
000,OPER S/LINHA,83872,,,60,60,50
,OPER S/LINHA,WN638,44762,,60,20,50
53,,,,25/10/15 13:11:38,40,20,25
PE42,HUGO LANGE,,,26/03/86 11:01:57,60,20,25
616,OP. CONTIGENCIA,,,25/10/15 18:10:46,60,60,50
,,N6G396M,,31/11/13 00:05:07,40,0,25
,OPER S/LINHA,,772259,2015-10-25 16:05:1,60,40,25
,PINHEIRINHO,,,2015-10-25 22:1:02,40,40,0
43Z,OPER S/LINHA,31531,,25/10/15 12:30:58,80,40,75
5KO5,OPER S/LINHA,VC553,1169668,2015-10-25 00:33:09,100,40,50
81G8,,,1169668,25/10/15 11:21:08,60,20,50
,OPER S/LINHA,DC852,,,40,40,25
E,,OO6254,02188829T,25/10/15 16:39:34,80,20,25
924,STA.FEL/SCÂNDIDA,,1155055,,60,60,50
,,05039,921465,,40,20,50
,OPER S/LINHA,05039,,2015-10-25 6:28:38,60,60,25
,OPER S/LINHA,06024,,25/10/15 19:17:01,60,60,50
,OPER S/LINHA,EF907,9G,,60,20,25
,,,,2015-10-25 06:08:8,20,20,0
,,17970,874462124,25/10/15 11:15:18,60,20,75
,SABARÁ,HA293,83153S,,60,40,25
OP,INTERB II ANTI H,16631X,218978572,31/07/14 00:38:34,100,20,50
,,62823,,,20,0,25
828,,R2W153,051373932s,27/06/84 21:04:02,80,20,50
,,BL065,,2015-10-25 05:31:7,40,20,25
,,05249,1207817,2015-10-25 11:6:09,60,20,50
000,OPER S/LINHA,,,25/10/15 06:42:42,60,80,50
000,,73360,,,40,20,50
BX79,OPER S/LINHA,01023,,,60,40,25
,ABRANCHES,LU298,565040,2015-10-25 1:42:6,80,40,50
000,,,,25/10/15 18:38:54,40,40,50
000,OPER S/LINHA,JX625,,,60,60,50
,,,4060_,,20,0,0
,OP. CONTIGENCIA,03048,,,40,40,25
000,S.RITA/PINHEIRIN,49130,,,60,40,50
166,,,4244366653102,02/07/15 01:12:09,60,20,50
643,OP. CONTIGENCIA,LB603,,27/12/34 00:08:01,80,60,75
000,,,,2015-10-25 16:53:33,40,40,25
,,,1242711,02/02/98 00:05:20,40,0,50
684,RIO BONITO,00615,,,60,60,50
,OPER S/LINHA,VK640,7119942,,60,20,50
,,LC020,,18/07/91 22:14:09,40,20,50
000,,KY578,1331327,,60,20,75
,OPER S/LINHA,,,2015-10-25 00:15:4,40,40,0
,OPER S/LINHA,JP162,96806,2015-10-25 00:51:44,80,40,50
,,00038,,25/10/15 18:04:11,40,40,50
,,,,,0,0,0
535,,60689,410459165367,25/10/15 10:36:30,80,40,75
,,9OD184,042Q,,40,0,0
000,OPER S/LINHA,,9029J,,60,60,25
77LD,OPER S/LINHA,,891b,,60,20,0
000,,,,21/11/15 03:36:26,40,20,50
,,85585,1301366,02/10/50 00:03:08,60,0,75
811,,,1313204,2015-10-25 1:08:8,60,40,50
,OPER S/LINHA,050398,,,40,20,0
,OPER S/LINHA,,750506504103E,19/12/82 00:02:56,60,20,25
9G,OPER S/LINHA,V40934G,,26/10/79 18:06:00,80,20,25
464,ALTO TARUMÃ,886180C,1279946,2015-10-25 09:10:3,100,40,50
000,,,1295432,,40,20,50
,SÃO BENEDITO,TH423,,,40,20,25
236,,,,,20,20,25
G,,,,25/10/15 17:45:17,40,20,25
,OPER S/LINHA,,51180471137,25/10/15 21:27:42,60,40,25
5CN06,OPER S/LINHA,18556,,31/10/00 18:00:07,80,20,50
DI7,,09025,8,2015-10-25 19:3:01,80,40,75
166,OPER S/LINHA,,4943726855w,10/12/61 23:54:08,80,40,50
70,,3P474J,937394,2015-10-25 7:04:1,80,20,25
5D5,,,,08/05/96 20:09:50,40,0,50
,,KGT198,,04/10/84 00:02:03,40,0,25
020,INTERBAIRR II H,,,2015-10-25 18:1:3,60,80,25
,,,1378611,2015-10-25 00:31:4,40,20,25
7,,RX944,,25/10/15 11:57:15,60,20,50
000,RIO BONITO,,1497651,2015-10-25 00:0:59,80,60,50
,M.HERMES/STA.EFI,562613G,,,40,20,0
822,,,1494518,2015-10-25 19:03:57,60,40,50
296,,BN402,,25/10/15 11:05:57,60,40,75
380,,I232123,,,40,20,25
,,RZ189,2391156,23/05/29 05:32:06,60,0,75
912,JOSÉ CULPI,EC4819,,,60,60,25
EG,RAPOSO TAVARES,,1372184,,60,20,25
861,,KD804E,931x,2015-10-25 23:46:5,80,40,25
,OPER S/LINHA,03043,,25/10/15 19:26:27,60,60,50
0,OPER S/LINHA,,659162171,,60,20,25
,,,,25/10/15 16:52:04,20,20,25
265,AHÚ/LOS ANGELES,LR588,1384252,25/10/15 08:50:00,100,80,100
,AHÚ/LOS ANGELES,,237407,2015-10-25 20:06:54,60,40,25
Y2,OPER S/LINHA,70448,1398482,,80,20,50
000,,4L9722,1754071162294,09/12/13 23:07:11,80,20,50
232,,,1398482,2015-10-25 1:7:5,60,40,50
,,S399501,67177684Y,,40,0,0
W,ALIANÇA,7066353,1398482,,80,20,25
OPC,OPER S/LINHA,03050,1398482,25/05/94 13:05:07,100,60,100
9E4W,CENT./BOQUEIRÃO ,AR342,1398482,2015-10-25 20:18:1,100,40,50
000,,VN3085,655564451J,,60,20,25
,OP. CONTIGENCIA,11207,,08/12/78 02:04:59,60,20,50
680,,,,2015-10-25 00:55:04,40,40,25
762,OPER S/LINHA,,1410448,2015-10-25 15:45:19,80,60,50
000,,LXZ640T,47287789054_,25/10/15 17:54:43,80,40,50
,CARBOMAFRA,DZ011,42088w,2015-10-25 10:02:6,80,40,25
000,OPER S/LINHA,KA600,,25/10/15 05:13:15,80,100,75
,TRABALHADOR,,33P,2015-10-25 15:45:11,60,40,0
2Z0E,,16431,,2015-10-25 00:12:00,60,20,25
02X75,,JR210,,2015-10-25 11:02:3,60,20,25
,,44702,,,20,0,25
,TRABALHADOR,,4590452851,,40,20,25
,CAMPO ALEGRE,HA017,,25/10/15 14:50:54,60,60,50
673,,,6,2015-10-25 23:24:45,60,40,50
1WO04,OPER S/LINHA,H770927,2359996548,31/12/73 07:03:00,100,20,50
8BRJ9,,,,30/12/95 00:07:09,40,0,25
19R,,,29020U,,40,0,25
0F,JD. CENTAURO,,1363212,2015-10-25 18:00:42,80,40,25
,,HF467,,,20,0,25
000,,,,17/12/21 02:04:04,40,20,50
,INTERB II ANTI H,21037,,,40,20,25
826,,LA008,,,40,40,50
T4,OPER S/LINHA,,763Q,02/06/87 00:06:54,80,20,25
673,BOSCH,93300,1613199,25/10/15 07:24:40,100,60,100
0L6,,Z1Z863P,34518339284I,30/12/36 23:07:52,80,0,50
000,OPER S/LINHA,64145,1629095,2015-10-25 00:12:07,100,80,75
000,,Q1V420,1629095,,60,20,50
,,06023,,,20,20,25
,OPER S/LINHA,LF311,778695127107,,60,20,25
000,C.COMP/C.RASO,,,,40,40,25
535,OPER S/LINHA,,,,40,40,25
548,OP. CONTIGENCIA,GA143,1639750,30/11/41 22:30:37,100,60,100
,OPER S/LINHA,,,2015-10-25 21:2:7,40,40,0
G,OPER S/LINHA,OX228,694234,06/11/62 00:03:08,100,20,75
,V. VERDE,94013,1537015,25/10/15 15:53:49,80,40,75
,OPER S/LINHA,,478,12/03/36 19:08:41,60,20,50
,,,,16/07/73 06:08:06,20,0,25
050,OPER S/LINHA,62891,,,60,40,50
,HIGIENÓPOLIS,UL483,1469325,30/02/34 08:07:35,80,20,75
,,,1469325,2015-10-25 18:51:29,40,20,25
,OPER S/LINHA,53005,2178285192312v,,60,20,25
638,TRABALHADOR,,1531601,25/10/15 19:07:00,80,60,75
233,OPER S/LINHA,00044,,2015-10-25 8:30:6,80,80,50
,INTERBAIRROS III,K33898,,26/11/39 21:10:07,60,20,25
20J,,,,25/10/15 19:11:20,40,20,50
,,,1565477,2015-10-25 00:52:38,40,20,25
,OPER S/LINHA,09033,,,40,40,25
000,ITAMARATI,KI956,74441931630Q,,80,40,50
000,OPER S/LINHA,T7V8446,,2015-10-25 19:17:57,80,80,25
,,00177,,,20,20,25
ADP,OPER S/LINHA,63687,,,60,20,50
,INTERBAIRROS V,34567,62545902,,60,20,50
,BRACATINGA,,422541035,2015-10-25 00:4:09,60,40,25
472,UBERABA,,1557431,25/10/15 19:37:47,80,80,75
OTS,OPER S/LINHA,CM719,1557431,31/01/28 05:08:33,100,20,100
,OPER S/LINHA,,99110174677,25/10/15 19:41:33,60,40,25
712,OPER S/LINHA,,29088,09/02/29 15:03:43,80,40,75
,OPER S/LINHA,YN9657,9201679l,,60,20,0
OPC,OP. CONTIGENCIA,,,25/10/15 06:10:12,60,80,50
H,,99706,,,40,0,25
UN6O3,,,1567064,,40,0,25
000,OPER S/LINHA,KD309,,,60,60,50
,OLARIA,8T462,1567064,,60,20,25
,,,,01/10/62 06:05:17,20,0,25
,OPER S/LINHA,,,,20,20,0
3,,3A6902,5580145,,60,0,25
,,,77714,25/10/15 19:38:08,40,20,50
,,GA173,226727759,,40,20,50
,,,,02/09/04 22:25:00,20,0,25
826,,,00487O,,40,20,25
,OPER S/LINHA,,,,20,20,0
522,,61X797,,,40,20,25
,RUA XV / BARIGUI,KW080,1601648,25/10/15 06:29:26,80,40,75
,,,,,0,0,0
J71,,538557,,,40,0,25
TMA,TUBO MARECHAL,,1567170,09/08/28 21:09:25,80,60,75
,GUILHERMINA,QG960,,,40,20,25
000,OPER S/LINHA,JA300,1670501,2015-10-25 00:07:36,100,100,75
684,,,1670501,25/10/15 11:18:42,60,40,75
472,OPER S/LINHA,06001,096566,,80,60,75
000,,XM082,1680486,2015-10-25 20:29:20,80,40,75
JG533,,,2536748486,25/10/15 11:40:11,60,20,50
